"Town","FIPS","Year","Foreclosure","Measure Type","Variable","Value"
"Southbury","0900969640","2010","Lis Penden Filings","Number","Foreclosures","105"
"Southbury","0900969640","2010","Total Foreclosures","Number","Foreclosures","23"
"Southbury","0900969640","2011","Lis Penden Filings","Number","Foreclosures","48"
"Southbury","0900969640","2011","Total Foreclosures","Number","Foreclosures","25"
"Southbury","0900969640","2012","Lis Penden Filings","Number","Foreclosures","79"
"Southbury","0900969640","2012","Total Foreclosures","Number","Foreclosures","29"
"Southbury","0900969640","2013","Lis Penden Filings","Number","Foreclosures","79"
"Southbury","0900969640","2013","Total Foreclosures","Number","Foreclosures","30"
"Southbury","0900969640","2014","Lis Penden Filings","Number","Foreclosures","355"
"Southbury","0900969640","2014","Total Foreclosures","Number","Foreclosures","34"
"Southbury","0900969640","2015","Lis Penden Filings","Number","Foreclosures","69"
"Southbury","0900969640","2015","Total Foreclosures","Number","Foreclosures","17"
"Southbury","0900969640","2016","Lis Penden Filings","Number","Foreclosures","74"
"Southbury","0900969640","2016","Total Foreclosures","Number","Foreclosures","34"
"Southington","0900370550","2008","Lis Penden Filings","Number","Foreclosures","99"
"Southington","0900370550","2008","Total Foreclosures","Number","Foreclosures","33"
"Southington","0900370550","2009","Lis Penden Filings","Number","Foreclosures","160"
"Southington","0900370550","2009","Total Foreclosures","Number","Foreclosures","19"
"Southington","0900370550","2010","Lis Penden Filings","Number","Foreclosures","152"
"Southington","0900370550","2010","Total Foreclosures","Number","Foreclosures","44"
"Southington","0900370550","2011","Lis Penden Filings","Number","Foreclosures","105"
"Southington","0900370550","2011","Total Foreclosures","Number","Foreclosures","19"
"Southington","0900370550","2012","Lis Penden Filings","Number","Foreclosures","139"
"Southington","0900370550","2012","Total Foreclosures","Number","Foreclosures","32"
"Southington","0900370550","2013","Lis Penden Filings","Number","Foreclosures","179"
"Southington","0900370550","2013","Total Foreclosures","Number","Foreclosures","19"
"Southington","0900370550","2014","Lis Penden Filings","Number","Foreclosures","203"
"Southington","0900370550","2014","Total Foreclosures","Number","Foreclosures","4"
"Southington","0900370550","2015","Lis Penden Filings","Number","Foreclosures","75"
"Southington","0900370550","2015","Total Foreclosures","Number","Foreclosures","0"
"Southington","0900370550","2016","Lis Penden Filings","Number","Foreclosures","110"
"Southington","0900370550","2016","Total Foreclosures","Number","Foreclosures","12"
"South Windsor","0900371390","2008","Lis Penden Filings","Number","Foreclosures","61"
"South Windsor","0900371390","2008","Total Foreclosures","Number","Foreclosures","21"
"South Windsor","0900371390","2009","Lis Penden Filings","Number","Foreclosures","125"
"South Windsor","0900371390","2009","Total Foreclosures","Number","Foreclosures","18"
"South Windsor","0900371390","2010","Lis Penden Filings","Number","Foreclosures","110"
"South Windsor","0900371390","2010","Total Foreclosures","Number","Foreclosures","23"
"South Windsor","0900371390","2011","Lis Penden Filings","Number","Foreclosures","40"
"South Windsor","0900371390","2011","Total Foreclosures","Number","Foreclosures","8"
"South Windsor","0900371390","2012","Lis Penden Filings","Number","Foreclosures","94"
"South Windsor","0900371390","2012","Total Foreclosures","Number","Foreclosures","0"
"South Windsor","0900371390","2013","Lis Penden Filings","Number","Foreclosures","113"
"South Windsor","0900371390","2013","Total Foreclosures","Number","Foreclosures","1"
"South Windsor","0900371390","2014","Lis Penden Filings","Number","Foreclosures","134"
"South Windsor","0900371390","2014","Total Foreclosures","Number","Foreclosures","0"
"South Windsor","0900371390","2015","Lis Penden Filings","Number","Foreclosures","63"
"South Windsor","0900371390","2015","Total Foreclosures","Number","Foreclosures","0"
"South Windsor","0900371390","2016","Lis Penden Filings","Number","Foreclosures","55"
"South Windsor","0900371390","2016","Total Foreclosures","Number","Foreclosures","7"
"Sprague","0901171670","2008","Lis Penden Filings","Number","Foreclosures","10"
"Sprague","0901171670","2008","Total Foreclosures","Number","Foreclosures","8"
"Sprague","0901171670","2009","Lis Penden Filings","Number","Foreclosures","17"
"Sprague","0901171670","2009","Total Foreclosures","Number","Foreclosures","0"
"Sprague","0901171670","2010","Lis Penden Filings","Number","Foreclosures","18"
"Sprague","0901171670","2010","Total Foreclosures","Number","Foreclosures","7"
"Sprague","0901171670","2011","Lis Penden Filings","Number","Foreclosures","10"
"Sprague","0901171670","2011","Total Foreclosures","Number","Foreclosures","1"
"Sprague","0901171670","2012","Lis Penden Filings","Number","Foreclosures","19"
"Sprague","0901171670","2012","Total Foreclosures","Number","Foreclosures","5"
"Sprague","0901171670","2013","Lis Penden Filings","Number","Foreclosures","17"
"Sprague","0901171670","2013","Total Foreclosures","Number","Foreclosures","5"
"Sprague","0901171670","2014","Lis Penden Filings","Number","Foreclosures","264"
"Sprague","0901171670","2014","Total Foreclosures","Number","Foreclosures","9"
"Sprague","0901171670","2015","Lis Penden Filings","Number","Foreclosures","15"
"Sprague","0901171670","2015","Total Foreclosures","Number","Foreclosures","24"
"Sprague","0901171670","2016","Lis Penden Filings","Number","Foreclosures","15"
"Sprague","0901171670","2016","Total Foreclosures","Number","Foreclosures","3"
"Stafford","0901372090","2008","Lis Penden Filings","Number","Foreclosures","57"
"Stafford","0901372090","2008","Total Foreclosures","Number","Foreclosures","14"
"Stafford","0901372090","2009","Lis Penden Filings","Number","Foreclosures","78"
"Stafford","0901372090","2009","Total Foreclosures","Number","Foreclosures","26"
"Stafford","0901372090","2010","Lis Penden Filings","Number","Foreclosures","60"
"Stafford","0901372090","2010","Total Foreclosures","Number","Foreclosures","27"
"Stafford","0901372090","2011","Lis Penden Filings","Number","Foreclosures","40"
"Stafford","0901372090","2011","Total Foreclosures","Number","Foreclosures","9"
"Stafford","0901372090","2012","Lis Penden Filings","Number","Foreclosures","64"
"Stafford","0901372090","2012","Total Foreclosures","Number","Foreclosures","19"
"Stafford","0901372090","2013","Lis Penden Filings","Number","Foreclosures","94"
"Stafford","0901372090","2013","Total Foreclosures","Number","Foreclosures","24"
"Stafford","0901372090","2014","Lis Penden Filings","Number","Foreclosures","331"
"Stafford","0901372090","2014","Total Foreclosures","Number","Foreclosures","36"
"Stafford","0901372090","2015","Lis Penden Filings","Number","Foreclosures","26"
"Stafford","0901372090","2015","Total Foreclosures","Number","Foreclosures","5"
"Stafford","0901372090","2016","Lis Penden Filings","Number","Foreclosures","63"
"Stafford","0901372090","2016","Total Foreclosures","Number","Foreclosures","6"
"Stamford","0900173070","2008","Lis Penden Filings","Number","Foreclosures","414"
"Stamford","0900173070","2008","Total Foreclosures","Number","Foreclosures","4"
"Stamford","0900173070","2009","Lis Penden Filings","Number","Foreclosures","730"
"Stamford","0900173070","2009","Total Foreclosures","Number","Foreclosures","72"
"Stamford","0900173070","2010","Lis Penden Filings","Number","Foreclosures","716"
"Stamford","0900173070","2010","Total Foreclosures","Number","Foreclosures","127"
"Stamford","0900173070","2011","Lis Penden Filings","Number","Foreclosures","394"
"Stamford","0900173070","2011","Total Foreclosures","Number","Foreclosures","56"
"Stamford","0900173070","2012","Lis Penden Filings","Number","Foreclosures","532"
"Stamford","0900173070","2012","Total Foreclosures","Number","Foreclosures","16"
"Stamford","0900173070","2013","Lis Penden Filings","Number","Foreclosures","488"
"Stamford","0900173070","2013","Total Foreclosures","Number","Foreclosures","0"
"Stamford","0900173070","2014","Lis Penden Filings","Number","Foreclosures","313"
"Stamford","0900173070","2014","Total Foreclosures","Number","Foreclosures","0"
"Stamford","0900173070","2015","Lis Penden Filings","Number","Foreclosures","276"
"Stamford","0900173070","2015","Total Foreclosures","Number","Foreclosures","0"
"Stamford","0900173070","2016","Lis Penden Filings","Number","Foreclosures","366"
"Stamford","0900173070","2016","Total Foreclosures","Number","Foreclosures","15"
"Sterling","0901573420","2008","Lis Penden Filings","Number","Foreclosures","26"
"Sterling","0901573420","2008","Total Foreclosures","Number","Foreclosures","8"
"Sterling","0901573420","2009","Lis Penden Filings","Number","Foreclosures","58"
"Sterling","0901573420","2009","Total Foreclosures","Number","Foreclosures","20"
"Sterling","0901573420","2010","Lis Penden Filings","Number","Foreclosures","42"
"Sterling","0901573420","2010","Total Foreclosures","Number","Foreclosures","16"
"Sterling","0901573420","2011","Lis Penden Filings","Number","Foreclosures","14"
"Sterling","0901573420","2011","Total Foreclosures","Number","Foreclosures","5"
"Sterling","0901573420","2012","Lis Penden Filings","Number","Foreclosures","29"
"Sterling","0901573420","2012","Total Foreclosures","Number","Foreclosures","8"
"Sterling","0901573420","2013","Lis Penden Filings","Number","Foreclosures","42"
"Sterling","0901573420","2013","Total Foreclosures","Number","Foreclosures","11"
"Sterling","0901573420","2014","Lis Penden Filings","Number","Foreclosures","257"
"Sterling","0901573420","2014","Total Foreclosures","Number","Foreclosures","22"
"Sterling","0901573420","2015","Lis Penden Filings","Number","Foreclosures","27"
"Sterling","0901573420","2015","Total Foreclosures","Number","Foreclosures","20"
"Sterling","0901573420","2016","Lis Penden Filings","Number","Foreclosures","16"
"Sterling","0901573420","2016","Total Foreclosures","Number","Foreclosures","8"
"Stonington","0901173770","2008","Lis Penden Filings","Number","Foreclosures","38"
"Stonington","0901173770","2008","Total Foreclosures","Number","Foreclosures","24"
"Stonington","0901173770","2009","Lis Penden Filings","Number","Foreclosures","95"
"Stonington","0901173770","2009","Total Foreclosures","Number","Foreclosures","14"
"Stonington","0901173770","2010","Lis Penden Filings","Number","Foreclosures","96"
"Stonington","0901173770","2010","Total Foreclosures","Number","Foreclosures","15"
"Stonington","0901173770","2011","Lis Penden Filings","Number","Foreclosures","9"
"Stonington","0901173770","2011","Total Foreclosures","Number","Foreclosures","0"
"Stonington","0901173770","2012","Lis Penden Filings","Number","Foreclosures","12"
"Stonington","0901173770","2012","Total Foreclosures","Number","Foreclosures","1"
"Stonington","0901173770","2013","Lis Penden Filings","Number","Foreclosures","7"
"Stonington","0901173770","2013","Total Foreclosures","Number","Foreclosures","1"
"Stonington","0901173770","2014","Lis Penden Filings","Number","Foreclosures","180"
"Stonington","0901173770","2014","Total Foreclosures","Number","Foreclosures","1"
"Stonington","0901173770","2015","Lis Penden Filings","Number","Foreclosures","17"
"Stonington","0901173770","2015","Total Foreclosures","Number","Foreclosures","0"
"Stonington","0901173770","2016","Lis Penden Filings","Number","Foreclosures","44"
"Stonington","0901173770","2016","Total Foreclosures","Number","Foreclosures","3"
"Stratford","0900174190","2008","Lis Penden Filings","Number","Foreclosures","304"
"Stratford","0900174190","2008","Total Foreclosures","Number","Foreclosures","90"
"Stratford","0900174190","2009","Lis Penden Filings","Number","Foreclosures","449"
"Stratford","0900174190","2009","Total Foreclosures","Number","Foreclosures","81"
"Stratford","0900174190","2010","Lis Penden Filings","Number","Foreclosures","371"
"Stratford","0900174190","2010","Total Foreclosures","Number","Foreclosures","102"
"Stratford","0900174190","2011","Lis Penden Filings","Number","Foreclosures","271"
"Stratford","0900174190","2011","Total Foreclosures","Number","Foreclosures","33"
"Stratford","0900174190","2012","Lis Penden Filings","Number","Foreclosures","420"
"Stratford","0900174190","2012","Total Foreclosures","Number","Foreclosures","13"
"Stratford","0900174190","2013","Lis Penden Filings","Number","Foreclosures","431"
"Stratford","0900174190","2013","Total Foreclosures","Number","Foreclosures","6"
"Stratford","0900174190","2014","Lis Penden Filings","Number","Foreclosures","213"
"Stratford","0900174190","2014","Total Foreclosures","Number","Foreclosures","13"
"Stratford","0900174190","2015","Lis Penden Filings","Number","Foreclosures","224"
"Stratford","0900174190","2015","Total Foreclosures","Number","Foreclosures","0"
"Stratford","0900174190","2016","Lis Penden Filings","Number","Foreclosures","261"
"Stratford","0900174190","2016","Total Foreclosures","Number","Foreclosures","20"
"Suffield","0900374540","2008","Lis Penden Filings","Number","Foreclosures","29"
"Suffield","0900374540","2008","Total Foreclosures","Number","Foreclosures","5"
"Suffield","0900374540","2009","Lis Penden Filings","Number","Foreclosures","53"
"Suffield","0900374540","2009","Total Foreclosures","Number","Foreclosures","9"
"Suffield","0900374540","2010","Lis Penden Filings","Number","Foreclosures","55"
"Suffield","0900374540","2010","Total Foreclosures","Number","Foreclosures","9"
"Suffield","0900374540","2011","Lis Penden Filings","Number","Foreclosures","39"
"Suffield","0900374540","2011","Total Foreclosures","Number","Foreclosures","8"
"Suffield","0900374540","2012","Lis Penden Filings","Number","Foreclosures","41"
"Suffield","0900374540","2012","Total Foreclosures","Number","Foreclosures","8"
"Suffield","0900374540","2013","Lis Penden Filings","Number","Foreclosures","54"
"Suffield","0900374540","2013","Total Foreclosures","Number","Foreclosures","10"
"Suffield","0900374540","2014","Lis Penden Filings","Number","Foreclosures","208"
"Suffield","0900374540","2014","Total Foreclosures","Number","Foreclosures","19"
"Suffield","0900374540","2015","Lis Penden Filings","Number","Foreclosures","29"
"Suffield","0900374540","2015","Total Foreclosures","Number","Foreclosures","13"
"Suffield","0900374540","2016","Lis Penden Filings","Number","Foreclosures","25"
"Suffield","0900374540","2016","Total Foreclosures","Number","Foreclosures","5"
"Thomaston","0900575730","2008","Lis Penden Filings","Number","Foreclosures","31"
"Thomaston","0900575730","2008","Total Foreclosures","Number","Foreclosures","7"
"Thomaston","0900575730","2009","Lis Penden Filings","Number","Foreclosures","45"
"Thomaston","0900575730","2009","Total Foreclosures","Number","Foreclosures","8"
"Thomaston","0900575730","2010","Lis Penden Filings","Number","Foreclosures","60"
"Thomaston","0900575730","2010","Total Foreclosures","Number","Foreclosures","19"
"Thomaston","0900575730","2011","Lis Penden Filings","Number","Foreclosures","27"
"Thomaston","0900575730","2011","Total Foreclosures","Number","Foreclosures","11"
"Thomaston","0900575730","2012","Lis Penden Filings","Number","Foreclosures","43"
"Thomaston","0900575730","2012","Total Foreclosures","Number","Foreclosures","17"
"Thomaston","0900575730","2013","Lis Penden Filings","Number","Foreclosures","43"
"Thomaston","0900575730","2013","Total Foreclosures","Number","Foreclosures","18"
"Thomaston","0900575730","2014","Lis Penden Filings","Number","Foreclosures","337"
"Thomaston","0900575730","2014","Total Foreclosures","Number","Foreclosures","11"
"Thomaston","0900575730","2015","Lis Penden Filings","Number","Foreclosures","32"
"Thomaston","0900575730","2015","Total Foreclosures","Number","Foreclosures","7"
"Thomaston","0900575730","2016","Lis Penden Filings","Number","Foreclosures","24"
"Thomaston","0900575730","2016","Total Foreclosures","Number","Foreclosures","7"
"Thompson","0901575870","2008","Lis Penden Filings","Number","Foreclosures","61"
"Thompson","0901575870","2008","Total Foreclosures","Number","Foreclosures","20"
"Thompson","0901575870","2009","Lis Penden Filings","Number","Foreclosures","82"
"Thompson","0901575870","2009","Total Foreclosures","Number","Foreclosures","22"
"Thompson","0901575870","2010","Lis Penden Filings","Number","Foreclosures","61"
"Thompson","0901575870","2010","Total Foreclosures","Number","Foreclosures","25"
"Thompson","0901575870","2011","Lis Penden Filings","Number","Foreclosures","37"
"Thompson","0901575870","2011","Total Foreclosures","Number","Foreclosures","16"
"Thompson","0901575870","2012","Lis Penden Filings","Number","Foreclosures","51"
"Thompson","0901575870","2012","Total Foreclosures","Number","Foreclosures","12"
"Thompson","0901575870","2013","Lis Penden Filings","Number","Foreclosures","52"
"Thompson","0901575870","2013","Total Foreclosures","Number","Foreclosures","21"
"Thompson","0901575870","2014","Lis Penden Filings","Number","Foreclosures","269"
"Thompson","0901575870","2014","Total Foreclosures","Number","Foreclosures","41"
"Thompson","0901575870","2015","Lis Penden Filings","Number","Foreclosures","33"
"Thompson","0901575870","2015","Total Foreclosures","Number","Foreclosures","0"
"Thompson","0901575870","2016","Lis Penden Filings","Number","Foreclosures","28"
"Thompson","0901575870","2016","Total Foreclosures","Number","Foreclosures","12"
"Tolland","0901376290","2008","Lis Penden Filings","Number","Foreclosures","38"
"Tolland","0901376290","2008","Total Foreclosures","Number","Foreclosures","13"
"Tolland","0901376290","2009","Lis Penden Filings","Number","Foreclosures","59"
"Tolland","0901376290","2009","Total Foreclosures","Number","Foreclosures","11"
"Tolland","0901376290","2010","Lis Penden Filings","Number","Foreclosures","67"
"Tolland","0901376290","2010","Total Foreclosures","Number","Foreclosures","8"
"Tolland","0901376290","2011","Lis Penden Filings","Number","Foreclosures","32"
"Tolland","0901376290","2011","Total Foreclosures","Number","Foreclosures","8"
"Tolland","0901376290","2012","Lis Penden Filings","Number","Foreclosures","41"
"Tolland","0901376290","2012","Total Foreclosures","Number","Foreclosures","7"
"Tolland","0901376290","2013","Lis Penden Filings","Number","Foreclosures","66"
"Tolland","0901376290","2013","Total Foreclosures","Number","Foreclosures","15"
"Tolland","0901376290","2014","Lis Penden Filings","Number","Foreclosures","363"
"Tolland","0901376290","2014","Total Foreclosures","Number","Foreclosures","23"
"Tolland","0901376290","2015","Lis Penden Filings","Number","Foreclosures","17"
"Tolland","0901376290","2015","Total Foreclosures","Number","Foreclosures","21"
"Tolland","0901376290","2016","Lis Penden Filings","Number","Foreclosures","40"
"Tolland","0901376290","2016","Total Foreclosures","Number","Foreclosures","11"
"Torrington","0900576570","2008","Lis Penden Filings","Number","Foreclosures","204"
"Torrington","0900576570","2008","Total Foreclosures","Number","Foreclosures","80"
"Torrington","0900576570","2009","Lis Penden Filings","Number","Foreclosures","295"
"Torrington","0900576570","2009","Total Foreclosures","Number","Foreclosures","79"
"Torrington","0900576570","2010","Lis Penden Filings","Number","Foreclosures","251"
"Torrington","0900576570","2010","Total Foreclosures","Number","Foreclosures","114"
"Torrington","0900576570","2011","Lis Penden Filings","Number","Foreclosures","160"
"Torrington","0900576570","2011","Total Foreclosures","Number","Foreclosures","47"
"Torrington","0900576570","2012","Lis Penden Filings","Number","Foreclosures","281"
"Torrington","0900576570","2012","Total Foreclosures","Number","Foreclosures","84"
"Torrington","0900576570","2013","Lis Penden Filings","Number","Foreclosures","306"
"Torrington","0900576570","2013","Total Foreclosures","Number","Foreclosures","117"
"Torrington","0900576570","2014","Lis Penden Filings","Number","Foreclosures","393"
"Torrington","0900576570","2014","Total Foreclosures","Number","Foreclosures","126"
"Torrington","0900576570","2015","Lis Penden Filings","Number","Foreclosures","172"
"Torrington","0900576570","2015","Total Foreclosures","Number","Foreclosures","53"
"Torrington","0900576570","2016","Lis Penden Filings","Number","Foreclosures","187"
"Torrington","0900576570","2016","Total Foreclosures","Number","Foreclosures","33"
"Trumbull","0900177200","2008","Lis Penden Filings","Number","Foreclosures","114"
"Trumbull","0900177200","2008","Total Foreclosures","Number","Foreclosures","6"
"Trumbull","0900177200","2009","Lis Penden Filings","Number","Foreclosures","236"
"Trumbull","0900177200","2009","Total Foreclosures","Number","Foreclosures","21"
"Trumbull","0900177200","2010","Lis Penden Filings","Number","Foreclosures","194"
"Trumbull","0900177200","2010","Total Foreclosures","Number","Foreclosures","22"
"Trumbull","0900177200","2011","Lis Penden Filings","Number","Foreclosures","103"
"Trumbull","0900177200","2011","Total Foreclosures","Number","Foreclosures","12"
"Trumbull","0900177200","2012","Lis Penden Filings","Number","Foreclosures","112"
"Trumbull","0900177200","2012","Total Foreclosures","Number","Foreclosures","12"
"Trumbull","0900177200","2013","Lis Penden Filings","Number","Foreclosures","180"
"Trumbull","0900177200","2013","Total Foreclosures","Number","Foreclosures","20"
"Trumbull","0900177200","2014","Lis Penden Filings","Number","Foreclosures","397"
"Trumbull","0900177200","2014","Total Foreclosures","Number","Foreclosures","24"
"Trumbull","0900177200","2015","Lis Penden Filings","Number","Foreclosures","135"
"Trumbull","0900177200","2015","Total Foreclosures","Number","Foreclosures","8"
"Trumbull","0900177200","2016","Lis Penden Filings","Number","Foreclosures","115"
"Trumbull","0900177200","2016","Total Foreclosures","Number","Foreclosures","23"
"Union","0901377830","2008","Lis Penden Filings","Number","Foreclosures","1"
"Union","0901377830","2008","Total Foreclosures","Number","Foreclosures","0"
"Union","0901377830","2009","Lis Penden Filings","Number","Foreclosures","1"
"Union","0901377830","2009","Total Foreclosures","Number","Foreclosures","0"
"Union","0901377830","2010","Lis Penden Filings","Number","Foreclosures","4"
"Union","0901377830","2010","Total Foreclosures","Number","Foreclosures","1"
"Union","0901377830","2011","Lis Penden Filings","Number","Foreclosures","1"
"Union","0901377830","2011","Total Foreclosures","Number","Foreclosures","0"
"Union","0901377830","2012","Lis Penden Filings","Number","Foreclosures","1"
"Union","0901377830","2012","Total Foreclosures","Number","Foreclosures","0"
"Union","0901377830","2013","Lis Penden Filings","Number","Foreclosures","2"
"Union","0901377830","2013","Total Foreclosures","Number","Foreclosures","1"
"Union","0901377830","2014","Lis Penden Filings","Number","Foreclosures","225"
"Union","0901377830","2014","Total Foreclosures","Number","Foreclosures","0"
"Union","0901377830","2015","Lis Penden Filings","Number","Foreclosures","0"
"Union","0901377830","2015","Total Foreclosures","Number","Foreclosures","0"
"Union","0901377830","2016","Lis Penden Filings","Number","Foreclosures","3"
"Union","0901377830","2016","Total Foreclosures","Number","Foreclosures","0"
"Vernon","0901378250","2008","Lis Penden Filings","Number","Foreclosures","98"
"Vernon","0901378250","2008","Total Foreclosures","Number","Foreclosures","39"
"Vernon","0901378250","2009","Lis Penden Filings","Number","Foreclosures","161"
"Vernon","0901378250","2009","Total Foreclosures","Number","Foreclosures","41"
"Vernon","0901378250","2010","Lis Penden Filings","Number","Foreclosures","150"
"Vernon","0901378250","2010","Total Foreclosures","Number","Foreclosures","48"
"Vernon","0901378250","2011","Lis Penden Filings","Number","Foreclosures","68"
"Vernon","0901378250","2011","Total Foreclosures","Number","Foreclosures","24"
"Vernon","0901378250","2012","Lis Penden Filings","Number","Foreclosures","128"
"Vernon","0901378250","2012","Total Foreclosures","Number","Foreclosures","31"
"Vernon","0901378250","2013","Lis Penden Filings","Number","Foreclosures","175"
"Vernon","0901378250","2013","Total Foreclosures","Number","Foreclosures","42"
"Vernon","0901378250","2014","Lis Penden Filings","Number","Foreclosures","364"
"Vernon","0901378250","2014","Total Foreclosures","Number","Foreclosures","43"
"Vernon","0901378250","2015","Lis Penden Filings","Number","Foreclosures","82"
"Vernon","0901378250","2015","Total Foreclosures","Number","Foreclosures","55"
"Vernon","0901378250","2016","Lis Penden Filings","Number","Foreclosures","96"
"Vernon","0901378250","2016","Total Foreclosures","Number","Foreclosures","62"
"Voluntown","0901178600","2008","Lis Penden Filings","Number","Foreclosures","18"
"Voluntown","0901178600","2008","Total Foreclosures","Number","Foreclosures","5"
"Voluntown","0901178600","2009","Lis Penden Filings","Number","Foreclosures","25"
"Voluntown","0901178600","2009","Total Foreclosures","Number","Foreclosures","9"
"Voluntown","0901178600","2010","Lis Penden Filings","Number","Foreclosures","26"
"Voluntown","0901178600","2010","Total Foreclosures","Number","Foreclosures","6"
"Voluntown","0901178600","2011","Lis Penden Filings","Number","Foreclosures","13"
"Voluntown","0901178600","2011","Total Foreclosures","Number","Foreclosures","1"
"Voluntown","0901178600","2012","Lis Penden Filings","Number","Foreclosures","13"
"Voluntown","0901178600","2012","Total Foreclosures","Number","Foreclosures","2"
"Voluntown","0901178600","2013","Lis Penden Filings","Number","Foreclosures","27"
"Voluntown","0901178600","2013","Total Foreclosures","Number","Foreclosures","4"
"Voluntown","0901178600","2014","Lis Penden Filings","Number","Foreclosures","538"
"Voluntown","0901178600","2014","Total Foreclosures","Number","Foreclosures","8"
"Voluntown","0901178600","2015","Lis Penden Filings","Number","Foreclosures","19"
"Voluntown","0901178600","2015","Total Foreclosures","Number","Foreclosures","9"
"Voluntown","0901178600","2016","Lis Penden Filings","Number","Foreclosures","21"
"Voluntown","0901178600","2016","Total Foreclosures","Number","Foreclosures","6"
"Wallingford","0900978740","2008","Lis Penden Filings","Number","Foreclosures","122"
"Wallingford","0900978740","2008","Total Foreclosures","Number","Foreclosures","40"
"Wallingford","0900978740","2009","Lis Penden Filings","Number","Foreclosures","240"
"Wallingford","0900978740","2009","Total Foreclosures","Number","Foreclosures","36"
"Wallingford","0900978740","2010","Lis Penden Filings","Number","Foreclosures","253"
"Wallingford","0900978740","2010","Total Foreclosures","Number","Foreclosures","42"
"Wallingford","0900978740","2011","Lis Penden Filings","Number","Foreclosures","123"
"Wallingford","0900978740","2011","Total Foreclosures","Number","Foreclosures","20"
"Wallingford","0900978740","2012","Lis Penden Filings","Number","Foreclosures","196"
"Wallingford","0900978740","2012","Total Foreclosures","Number","Foreclosures","45"
"Wallingford","0900978740","2013","Lis Penden Filings","Number","Foreclosures","223"
"Wallingford","0900978740","2013","Total Foreclosures","Number","Foreclosures","70"
"Wallingford","0900978740","2014","Lis Penden Filings","Number","Foreclosures","653"
"Wallingford","0900978740","2014","Total Foreclosures","Number","Foreclosures","74"
"Wallingford","0900978740","2015","Lis Penden Filings","Number","Foreclosures","150"
"Wallingford","0900978740","2015","Total Foreclosures","Number","Foreclosures","35"
"Wallingford","0900978740","2016","Lis Penden Filings","Number","Foreclosures","155"
"Wallingford","0900978740","2016","Total Foreclosures","Number","Foreclosures","48"
"Warren","0900579510","2008","Lis Penden Filings","Number","Foreclosures","4"
"Warren","0900579510","2008","Total Foreclosures","Number","Foreclosures","1"
"Warren","0900579510","2009","Lis Penden Filings","Number","Foreclosures","10"
"Warren","0900579510","2009","Total Foreclosures","Number","Foreclosures","2"
"Warren","0900579510","2010","Lis Penden Filings","Number","Foreclosures","7"
"Warren","0900579510","2010","Total Foreclosures","Number","Foreclosures","2"
"Warren","0900579510","2011","Lis Penden Filings","Number","Foreclosures","2"
"Warren","0900579510","2011","Total Foreclosures","Number","Foreclosures","1"
"Warren","0900579510","2012","Lis Penden Filings","Number","Foreclosures","5"
"Warren","0900579510","2012","Total Foreclosures","Number","Foreclosures","1"
"Warren","0900579510","2013","Lis Penden Filings","Number","Foreclosures","10"
"Warren","0900579510","2013","Total Foreclosures","Number","Foreclosures","1"
"Warren","0900579510","2014","Lis Penden Filings","Number","Foreclosures","561"
"Warren","0900579510","2014","Total Foreclosures","Number","Foreclosures","51"
"Warren","0900579510","2015","Lis Penden Filings","Number","Foreclosures","10"
"Warren","0900579510","2015","Total Foreclosures","Number","Foreclosures","4"
"Warren","0900579510","2016","Lis Penden Filings","Number","Foreclosures","5"
"Warren","0900579510","2016","Total Foreclosures","Number","Foreclosures","3"
"Washington","0900579720","2008","Lis Penden Filings","Number","Foreclosures","8"
"Washington","0900579720","2008","Total Foreclosures","Number","Foreclosures","7"
"Washington","0900579720","2009","Lis Penden Filings","Number","Foreclosures","18"
"Washington","0900579720","2009","Total Foreclosures","Number","Foreclosures","8"
"Washington","0900579720","2010","Lis Penden Filings","Number","Foreclosures","21"
"Washington","0900579720","2010","Total Foreclosures","Number","Foreclosures","3"
"Washington","0900579720","2011","Lis Penden Filings","Number","Foreclosures","10"
"Washington","0900579720","2011","Total Foreclosures","Number","Foreclosures","5"
"Washington","0900579720","2012","Lis Penden Filings","Number","Foreclosures","17"
"Washington","0900579720","2012","Total Foreclosures","Number","Foreclosures","5"
"Washington","0900579720","2013","Lis Penden Filings","Number","Foreclosures","23"
"Washington","0900579720","2013","Total Foreclosures","Number","Foreclosures","7"
"Washington","0900579720","2014","Lis Penden Filings","Number","Foreclosures","315"
"Washington","0900579720","2014","Total Foreclosures","Number","Foreclosures","18"
"Washington","0900579720","2015","Lis Penden Filings","Number","Foreclosures","13"
"Washington","0900579720","2015","Total Foreclosures","Number","Foreclosures","13"
"Washington","0900579720","2016","Lis Penden Filings","Number","Foreclosures","13"
"Washington","0900579720","2016","Total Foreclosures","Number","Foreclosures","7"
"Waterbury","0900980070","2008","Lis Penden Filings","Number","Foreclosures","836"
"Waterbury","0900980070","2008","Total Foreclosures","Number","Foreclosures","411"
"Waterbury","0900980070","2009","Lis Penden Filings","Number","Foreclosures","1230"
"Waterbury","0900980070","2009","Total Foreclosures","Number","Foreclosures","467"
"Waterbury","0900980070","2010","Lis Penden Filings","Number","Foreclosures","1080"
"Waterbury","0900980070","2010","Total Foreclosures","Number","Foreclosures","593"
"Waterbury","0900980070","2011","Lis Penden Filings","Number","Foreclosures","619"
"Waterbury","0900980070","2011","Total Foreclosures","Number","Foreclosures","219"
